condition,inputs,target,context distance,results,coded response,ce loss
NO_MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.16592475,  0.05542291, -0.0321401 , -0.06546837, -0.0389213 ,
        0.1083978 ,  0.0207526 ,  0.06170168,  0.06237306,  0.05156685,
        0.21113549,  0.03978332, -0.10425972,  0.21044136,  0.3133332 ,
        0.14415039, -0.08797078, -0.01123652,  0.42970529, -0.11933319,
        0.2613136 ,  0.02345026, -0.23967258,  0.61286669,  0.19659085]), array([ 0.03329816,  0.02384224,  0.0022924 , -0.00558837,  0.00117801,
        0.04052077,  0.01938366,  0.03298427,  0.03611988,  0.03526108,
        0.1086593 ,  0.04656044, -0.01434146,  0.13491564,  0.22827656,
        0.15495705,  0.01315221,  0.06207496,  0.40877312,  0.01616063,
        0.33260608,  0.14865203, -0.07045987,  0.75763594,  0.04638528]))","[0, 1]",0.10465010299518218,"[array([0.00031289, 0.02357387])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6816
NO_MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.16592475,  0.05542291, -0.0321401 , -0.06546837, -0.0389213 ,
        0.1083978 ,  0.0207526 ,  0.06170168,  0.06237306,  0.05156685,
        0.21113549,  0.03978332, -0.10425972,  0.21044136,  0.3133332 ,
        0.14415039, -0.08797078, -0.01123652,  0.42970529, -0.11933319,
        0.2613136 ,  0.02345026, -0.23967258,  0.61286669,  0.19659085]), array([-0.06664625,  0.04338038, -0.0066518 , -0.02488098, -0.00942522,
        0.07578041,  0.02671614,  0.05244203,  0.05493338,  0.0498813 ,
        0.16648733,  0.05260163, -0.04851925,  0.18262496,  0.2861465 ,
        0.16360726, -0.02786055,  0.03606235,  0.43692232, -0.04413079,
        0.30882568,  0.09277084, -0.14984387,  0.68869191,  0.11027543]))","[0, 1]",0.030182631284798922,"[array([-0.0010299 ,  0.02325243])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6811
MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.44993779, -0.00573805, -0.11166268, -0.17593454, -0.15970549,
        0.0550689 , -0.07708163, -0.01971097, -0.02139516, -0.03821489,
        0.14082893, -0.07234198, -0.26857486,  0.11285309,  0.17757723,
       -0.01551886, -0.26022731, -0.19399405,  0.23587844, -0.33483294,
        0.04041641, -0.20404679, -0.53480071,  0.35197788,  0.22754664]), array([-0.26354538,  0.04726354, -0.07115961, -0.12098838, -0.08715507,
        0.11869656, -0.00532767,  0.04969317,  0.04862092,  0.03289475,
        0.22302802,  0.00680001, -0.17266706,  0.20632046,  0.30005575,
        0.0993146 , -0.15683439, -0.07346737,  0.38804174, -0.20022801,
        0.19543383, -0.0535105 , -0.33636483,  0.53091791,  0.26764513]))","[1, 0]",0.1379533096206118,"[array([0.00177656, 0.00310376])]","('non-match', 'MATCH_NO_FOIL')",0.6938
MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.44993779, -0.00573805, -0.11166268, -0.17593454, -0.15970549,
        0.0550689 , -0.07708163, -0.01971097, -0.02139516, -0.03821489,
        0.14082893, -0.07234198, -0.26857486,  0.11285309,  0.17757723,
       -0.01551886, -0.26022731, -0.19399405,  0.23587844, -0.33483294,
        0.04041641, -0.20404679, -0.53480071,  0.35197788,  0.22754664]), array([-0.35853276,  0.02104441, -0.10475285, -0.16676389, -0.13629759,
        0.09723428, -0.04442549,  0.01745576,  0.01570881, -0.00207074,
        0.19574594, -0.0362149 , -0.23456358,  0.16978039,  0.24971793,
        0.04074553, -0.21926621, -0.13896866,  0.31938905, -0.27569816,
        0.1188483 , -0.13157432, -0.43606579,  0.44366437,  0.28086154]))","[1, 0]",0.03440415867194879,"[array([0.00178191, 0.00358329])]","('non-match', 'MATCH_WITH_FOIL')",0.6940
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-0.44993779, -0.00573805, -0.11166268, -0.17593454, -0.15970549,
        0.0550689 , -0.07708163, -0.01971097, -0.02139516, -0.03821489,
        0.14082893, -0.07234198, -0.26857486,  0.11285309,  0.17757723,
       -0.01551886, -0.26022731, -0.19399405,  0.23587844, -0.33483294,
        0.04041641, -0.20404679, -0.53480071,  0.35197788,  0.22754664]), array([-0.26354538,  0.04726354, -0.07115961, -0.12098838, -0.08715507,
        0.11869656, -0.00532767,  0.04969317,  0.04862092,  0.03289475,
        0.22302802,  0.00680001, -0.17266706,  0.20632046,  0.30005575,
        0.0993146 , -0.15683439, -0.07346737,  0.38804174, -0.20022801,
        0.19543383, -0.0535105 , -0.33636483,  0.53091791,  0.26764513]))","[0, 1]",0.1379533096206118,"[array([-0.00595234,  0.002928  ])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6887
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-0.44993779, -0.00573805, -0.11166268, -0.17593454, -0.15970549,
        0.0550689 , -0.07708163, -0.01971097, -0.02139516, -0.03821489,
        0.14082893, -0.07234198, -0.26857486,  0.11285309,  0.17757723,
       -0.01551886, -0.26022731, -0.19399405,  0.23587844, -0.33483294,
        0.04041641, -0.20404679, -0.53480071,  0.35197788,  0.22754664]), array([-0.35853276,  0.02104441, -0.10475285, -0.16676389, -0.13629759,
        0.09723428, -0.04442549,  0.01745576,  0.01570881, -0.00207074,
        0.19574594, -0.0362149 , -0.23456358,  0.16978039,  0.24971793,
        0.04074553, -0.21926621, -0.13896866,  0.31938905, -0.27569816,
        0.1188483 , -0.13157432, -0.43606579,  0.44366437,  0.28086154]))","[0, 1]",0.03440415867194879,"[array([-0.00571392,  0.00312125])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6887
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.69375924, -0.00781762, -0.02307309, -0.04296306, -0.05371258,
       -0.01100996, -0.0438466 , -0.03292784, -0.03560716, -0.04346336,
        0.00770136, -0.05801785, -0.15582758, -0.01369832,  0.00930183,
       -0.06854034, -0.20185916, -0.20907924,  0.02371585, -0.34934557,
       -0.12569648, -0.33079232, -0.78697304,  0.05964794,  0.02318506]), array([-0.5368472 , -0.01781225, -0.08864332, -0.14336366, -0.14389639,
        0.01508549, -0.08622118, -0.04330023, -0.0451408 , -0.0592979 ,
        0.0804007 , -0.08791352, -0.26230061,  0.05413455,  0.10386807,
       -0.05551715, -0.27011511, -0.22685698,  0.15131413, -0.36905497,
       -0.03107487, -0.26467138, -0.62863334,  0.25677455,  0.14151287]))","[1, 0]",0.06788520543411192,"[array([-0.00644733,  0.01090072])]","('non-match', 'MATCH_NO_FOIL')",0.7019
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.69375924, -0.00781762, -0.02307309, -0.04296306, -0.05371258,
       -0.01100996, -0.0438466 , -0.03292784, -0.03560716, -0.04346336,
        0.00770136, -0.05801785, -0.15582758, -0.01369832,  0.00930183,
       -0.06854034, -0.20185916, -0.20907924,  0.02371585, -0.34934557,
       -0.12569648, -0.33079232, -0.78697304,  0.05964794,  0.02318506]), array([-0.61839261, -0.0152639 , -0.05261975, -0.09000545, -0.10031253,
       -0.00685654, -0.07069735, -0.04557553, -0.04797888, -0.05899837,
        0.03363795, -0.08034501, -0.21910914,  0.00966349,  0.04527263,
       -0.07253118, -0.24806505, -0.23148501,  0.07791366, -0.37379559,
       -0.08815484, -0.30818617, -0.71382286,  0.15900561,  0.06662604]))","[1, 0]",0.014958634293351092,"[array([-0.00655936,  0.01092525])]","('non-match', 'MATCH_WITH_FOIL')",0.7019
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.69375924, -0.00781762, -0.02307309, -0.04296306, -0.05371258,
       -0.01100996, -0.0438466 , -0.03292784, -0.03560716, -0.04346336,
        0.00770136, -0.05801785, -0.15582758, -0.01369832,  0.00930183,
       -0.06854034, -0.20185916, -0.20907924,  0.02371585, -0.34934557,
       -0.12569648, -0.33079232, -0.78697304,  0.05964794,  0.02318506]), array([-0.5368472 , -0.01781225, -0.08864332, -0.14336366, -0.14389639,
        0.01508549, -0.08622118, -0.04330023, -0.0451408 , -0.0592979 ,
        0.0804007 , -0.08791352, -0.26230061,  0.05413455,  0.10386807,
       -0.05551715, -0.27011511, -0.22685698,  0.15131413, -0.36905497,
       -0.03107487, -0.26467138, -0.62863334,  0.25677455,  0.14151287]))","[0, 1]",0.06788520543411192,"[array([-0.00092309,  0.00427986])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6905
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.69375924, -0.00781762, -0.02307309, -0.04296306, -0.05371258,
       -0.01100996, -0.0438466 , -0.03292784, -0.03560716, -0.04346336,
        0.00770136, -0.05801785, -0.15582758, -0.01369832,  0.00930183,
       -0.06854034, -0.20185916, -0.20907924,  0.02371585, -0.34934557,
       -0.12569648, -0.33079232, -0.78697304,  0.05964794,  0.02318506]), array([-0.61839261, -0.0152639 , -0.05261975, -0.09000545, -0.10031253,
       -0.00685654, -0.07069735, -0.04557553, -0.04797888, -0.05899837,
        0.03363795, -0.08034501, -0.21910914,  0.00966349,  0.04527263,
       -0.07253118, -0.24806505, -0.23148501,  0.07791366, -0.37379559,
       -0.08815484, -0.30818617, -0.71382286,  0.15900561,  0.06662604]))","[0, 1]",0.014958634293351092,"[array([-0.00121024,  0.00432204])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6904
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-8.75609235e-01, -6.94845770e-05, -2.09914599e-04, -6.32716294e-04,
       -1.25965170e-03, -6.78206760e-04, -1.68169775e-03, -1.77270355e-03,
       -2.25597687e-03, -3.13619565e-03, -1.13386133e-03, -4.95026927e-03,
       -1.78057822e-02, -7.38986450e-03, -5.31584795e-03, -1.54406598e-02,
       -4.69596918e-02, -7.07123473e-02, -2.11900635e-02, -1.66830073e-01,
       -1.15409136e-01, -2.63086937e-01, -9.08098504e-01, -2.38010168e-01,
        9.62648453e-05]), array([-0.76219406, -0.00259982, -0.0072627 , -0.01519703, -0.02164685,
       -0.00697123, -0.02051045, -0.01736067, -0.01954836, -0.02440038,
       -0.00152437, -0.03329254, -0.09319022, -0.01889457, -0.00603858,
       -0.05169697, -0.14460566, -0.16731497, -0.00866045, -0.30069592,
       -0.14157094, -0.33049256, -0.8451676 , -0.04030571,  0.00574116]))","[1, 0]",0.030804268927437595,"[array([-0.00636713,  0.00807851])]","('non-match', 'MATCH_NO_FOIL')",0.7004
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-8.75609235e-01, -6.94845770e-05, -2.09914599e-04, -6.32716294e-04,
       -1.25965170e-03, -6.78206760e-04, -1.68169775e-03, -1.77270355e-03,
       -2.25597687e-03, -3.13619565e-03, -1.13386133e-03, -4.95026927e-03,
       -1.78057822e-02, -7.38986450e-03, -5.31584795e-03, -1.54406598e-02,
       -4.69596918e-02, -7.07123473e-02, -2.11900635e-02, -1.66830073e-01,
       -1.15409136e-01, -2.63086937e-01, -9.08098504e-01, -2.38010168e-01,
        9.62648453e-05]), array([-8.23013284e-01, -5.52321563e-04, -1.56035662e-03, -3.81519523e-03,
       -6.32798106e-03, -2.72398433e-03, -7.04581698e-03, -6.65296525e-03,
       -7.90651826e-03, -1.03133073e-02, -2.37372941e-03, -1.48884632e-02,
       -4.58136923e-02, -1.41768192e-02, -8.27044770e-03, -3.16588113e-02,
       -8.97980088e-02, -1.17479163e-01, -2.16723599e-02, -2.36415330e-01,
       -1.36832294e-01, -3.07269362e-01, -8.86086530e-01, -1.39856639e-01,
        9.53095572e-04]))","[1, 0]",0.007082154190836021,"[array([-0.00636373,  0.00807492])]","('non-match', 'MATCH_WITH_FOIL')",0.7004
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-8.75609235e-01, -6.94845770e-05, -2.09914599e-04, -6.32716294e-04,
       -1.25965170e-03, -6.78206760e-04, -1.68169775e-03, -1.77270355e-03,
       -2.25597687e-03, -3.13619565e-03, -1.13386133e-03, -4.95026927e-03,
       -1.78057822e-02, -7.38986450e-03, -5.31584795e-03, -1.54406598e-02,
       -4.69596918e-02, -7.07123473e-02, -2.11900635e-02, -1.66830073e-01,
       -1.15409136e-01, -2.63086937e-01, -9.08098504e-01, -2.38010168e-01,
        9.62648453e-05]), array([-0.76219406, -0.00259982, -0.0072627 , -0.01519703, -0.02164685,
       -0.00697123, -0.02051045, -0.01736067, -0.01954836, -0.02440038,
       -0.00152437, -0.03329254, -0.09319022, -0.01889457, -0.00603858,
       -0.05169697, -0.14460566, -0.16731497, -0.00866045, -0.30069592,
       -0.14157094, -0.33049256, -0.8451676 , -0.04030571,  0.00574116]))","[0, 1]",0.030804268927437595,"[array([-0.00183155,  0.00589576])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6893
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-8.75609235e-01, -6.94845770e-05, -2.09914599e-04, -6.32716294e-04,
       -1.25965170e-03, -6.78206760e-04, -1.68169775e-03, -1.77270355e-03,
       -2.25597687e-03, -3.13619565e-03, -1.13386133e-03, -4.95026927e-03,
       -1.78057822e-02, -7.38986450e-03, -5.31584795e-03, -1.54406598e-02,
       -4.69596918e-02, -7.07123473e-02, -2.11900635e-02, -1.66830073e-01,
       -1.15409136e-01, -2.63086937e-01, -9.08098504e-01, -2.38010168e-01,
        9.62648453e-05]), array([-8.23013284e-01, -5.52321563e-04, -1.56035662e-03, -3.81519523e-03,
       -6.32798106e-03, -2.72398433e-03, -7.04581698e-03, -6.65296525e-03,
       -7.90651826e-03, -1.03133073e-02, -2.37372941e-03, -1.48884632e-02,
       -4.58136923e-02, -1.41768192e-02, -8.27044770e-03, -3.16588113e-02,
       -8.97980088e-02, -1.17479163e-01, -2.16723599e-02, -2.36415330e-01,
       -1.36832294e-01, -3.07269362e-01, -8.86086530e-01, -1.39856639e-01,
        9.53095572e-04]))","[0, 1]",0.007082154190836021,"[array([-0.00182598,  0.00589161])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6893
