condition,inputs,target,context distance,results,coded response,ce loss
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-7.78127829e-01, -9.85893100e-05, -2.32607907e-04, -3.49514829e-04,
       -6.22040716e-04, -8.11635452e-04, -8.19698797e-04, -5.48405502e-04,
       -7.43485516e-04, -1.25038435e-03, -1.24401939e-03, -2.42248257e-03,
       -7.32433455e-03, -1.08729848e-02, -1.09349544e-02, -1.46237058e-02,
       -5.44626363e-03, -4.10414452e-02, -6.70496714e-02, -1.34461587e-01,
       -3.19959745e-01, -1.04342928e-01, -4.79612159e-01, -7.94923766e-01,
        1.67575126e-04]), array([-0.63783169, -0.00294643, -0.00723382, -0.00892046, -0.01311656,
       -0.01367855, -0.01099967, -0.00467981, -0.00716666, -0.01314119,
       -0.0107713 , -0.02148514, -0.05254271, -0.0586825 , -0.04563196,
       -0.05390714, -0.003957  , -0.12917764, -0.16205093, -0.25443975,
       -0.44949018, -0.04817808, -0.49147227, -0.65854368,  0.00855202]))","[1, 0]",0.030390417138861592,"[array([9.53521723, 0.01232416])]","('match', 'MATCH_NO_FOIL')",0.0001
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-7.78127829e-01, -9.85893100e-05, -2.32607907e-04, -3.49514829e-04,
       -6.22040716e-04, -8.11635452e-04, -8.19698797e-04, -5.48405502e-04,
       -7.43485516e-04, -1.25038435e-03, -1.24401939e-03, -2.42248257e-03,
       -7.32433455e-03, -1.08729848e-02, -1.09349544e-02, -1.46237058e-02,
       -5.44626363e-03, -4.10414452e-02, -6.70496714e-02, -1.34461587e-01,
       -3.19959745e-01, -1.04342928e-01, -4.79612159e-01, -7.94923766e-01,
        1.67575126e-04]), array([-7.11534469e-01, -6.87364023e-04, -1.60726857e-03, -2.16802621e-03,
       -3.46334701e-03, -4.01573389e-03, -3.62319364e-03, -2.02586263e-03,
       -2.81464295e-03, -4.80008371e-03, -4.34935950e-03, -8.36652178e-03,
       -2.21845488e-02, -2.83183727e-02, -2.50565734e-02, -3.12327521e-02,
       -7.53376298e-03, -7.87148210e-02, -1.11507704e-01, -1.94963747e-01,
       -3.92185490e-01, -8.63139944e-02, -4.95491148e-01, -7.30382594e-01,
        1.49169552e-03]))","[1, 0]",0.006742687344060361,"[array([9.52734839e+00, 4.90588758e-04])]","('match', 'MATCH_WITH_FOIL')",0.0001
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.28991908e-01, -3.26115422e-09, -1.05464772e-08, -2.59827775e-08,
       -8.03698102e-08, -1.70974513e-07, -2.56584115e-07, -2.56485854e-07,
       -3.91058479e-07, -7.80742346e-07, -1.07165118e-06, -2.72567007e-06,
       -2.22082846e-05, -6.34766535e-05, -1.00146152e-04, -1.87337402e-04,
       -1.32090785e-04, -1.17019812e-03, -3.69418134e-03, -1.53562606e-02,
       -9.97810878e-02, -6.68640838e-02, -3.22702701e-01, -9.38714545e-01,
        2.97176685e-09]), array([-8.36946394e-01, -7.89503033e-06, -1.96991876e-05, -3.37379434e-05,
       -6.89597111e-05, -1.03038199e-04, -1.17132740e-04, -9.04340045e-05,
       -1.24250500e-04, -2.14285528e-04, -2.34795222e-04, -4.81069140e-04,
       -1.76982657e-03, -3.13280450e-03, -3.60480497e-03, -5.26795736e-03,
       -2.56073832e-03, -1.75381205e-02, -3.40078576e-02, -8.13096483e-02,
       -2.41516243e-01, -1.04362407e-01, -4.44468344e-01, -8.51522323e-01,
        1.07875417e-05]))","[1, 0]",0.015248369102677128,"[array([9.15142990e+00, 6.41664732e-05])]","('match', 'MATCH_NO_FOIL')",0.0001
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.28991908e-01, -3.26115422e-09, -1.05464772e-08, -2.59827775e-08,
       -8.03698102e-08, -1.70974513e-07, -2.56584115e-07, -2.56485854e-07,
       -3.91058479e-07, -7.80742346e-07, -1.07165118e-06, -2.72567007e-06,
       -2.22082846e-05, -6.34766535e-05, -1.00146152e-04, -1.87337402e-04,
       -1.32090785e-04, -1.17019812e-03, -3.69418134e-03, -1.53562606e-02,
       -9.97810878e-02, -6.68640838e-02, -3.22702701e-01, -9.38714545e-01,
        2.97176685e-09]), array([-8.87402467e-01, -2.91284362e-07, -8.05162031e-07, -1.61971691e-06,
       -3.95703959e-06, -6.93634699e-06, -8.97980678e-06, -7.89461931e-06,
       -1.12922998e-05, -2.06264557e-05, -2.51173789e-05, -5.61783674e-05,
       -2.78091292e-04, -6.08554476e-04, -8.11748393e-04, -1.32442327e-03,
       -7.86751802e-04, -5.67339474e-03, -1.36029774e-02, -4.09898326e-02,
       -1.65603931e-01, -9.01655004e-02, -3.91460777e-01, -8.99612751e-01,
        3.24314874e-07]))","[1, 0]",0.0035230928384588633,"[array([9.15143616e+00, 2.95713257e-05])]","('match', 'MATCH_WITH_FOIL')",0.0001
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.96871906e-01, -7.79753129e-19, -8.92495055e-18, -7.79675627e-17,
       -1.98470018e-15, -1.21176324e-14, -3.47118807e-14, -5.44045346e-14,
       -1.17701092e-13, -3.96387201e-13, -9.05931948e-13, -5.28670476e-12,
        3.29120995e-11,  8.42938807e-10,  2.80811792e-09,  1.05028970e-08,
        1.20457451e-08, -1.97356841e-07, -1.44300519e-05,  2.75762467e-04,
       -1.92375175e-03, -2.37328515e-03, -5.18003469e-02, -9.98652750e-01,
        3.66142967e-19]), array([-9.61299169e-01, -2.65679464e-12, -1.08448274e-11, -3.48565398e-11,
       -1.50093207e-10, -4.07420974e-10, -7.26893146e-10, -8.31417788e-10,
       -1.38385916e-09, -3.12779124e-09, -4.93526462e-09, -1.50365694e-08,
       -4.27414983e-07, -1.75130295e-06, -3.36496370e-06, -7.47369630e-06,
       -6.18447701e-06, -8.80442632e-05, -4.08498761e-04, -2.80922507e-03,
       -4.93985057e-02, -4.03938065e-02, -2.40935284e-01, -9.68437014e-01,
        1.97398438e-12]))","[1, 0]",0.010476851112395158,"[array([9.27847158, 0.        ])]","('match', 'MATCH_NO_FOIL')",0.0001
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.96871906e-01, -7.79753129e-19, -8.92495055e-18, -7.79675627e-17,
       -1.98470018e-15, -1.21176324e-14, -3.47118807e-14, -5.44045346e-14,
       -1.17701092e-13, -3.96387201e-13, -9.05931948e-13, -5.28670476e-12,
        3.29120995e-11,  8.42938807e-10,  2.80811792e-09,  1.05028970e-08,
        1.20457451e-08, -1.97356841e-07, -1.44300519e-05,  2.75762467e-04,
       -1.92375175e-03, -2.37328515e-03, -5.18003469e-02, -9.98652750e-01,
        3.66142967e-19]), array([-9.84001446e-01, -7.40843662e-16, -4.34265047e-15, -2.03241116e-14,
       -1.48116838e-13, -5.56711734e-13, -1.22442633e-12, -1.62323825e-12,
       -3.02982428e-12, -8.10204836e-12, -1.50964544e-11, -5.94753631e-11,
        9.98220151e-10,  7.12074769e-09,  1.74021797e-08,  4.82255985e-08,
        4.68070910e-08,  3.90836773e-06,  3.42248460e-05,  7.21392723e-04,
       -1.69556997e-02, -1.69453667e-02, -1.49418335e-01, -9.88483181e-01,
        4.43079845e-16]))","[1, 0]",0.002563098753435189,"[array([9.27982397, 0.        ])]","('match', 'MATCH_WITH_FOIL')",0.0001
MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-9.48957191e-01,  4.80009526e-15, -1.53239166e-14,  5.47125731e-14,
       -1.51269516e-13,  6.67736124e-13, -1.14389892e-11, -5.80295511e-11,
       -5.40183247e-10,  7.51197270e-09,  2.28744673e-07, -1.05605387e-06,
        1.71576713e-06, -5.37952202e-06,  5.29434540e-05, -4.14560115e-04,
       -1.19788833e-03,  2.42426369e-03, -6.72759053e-03,  1.49476768e-02,
       -2.75633485e-02, -1.09389032e-01,  3.21475564e-01, -9.40027438e-01,
       -1.87311329e-16]), array([-9.99781952e-01, -1.04770167e-20,  2.94061638e-18,  2.02802055e-16,
       -3.34961742e-15, -5.36484840e-14, -2.19643945e-13, -4.18914988e-13,
       -1.09809910e-12, -5.16306481e-12, -1.53274050e-11, -1.86848551e-10,
        6.99291059e-10, -1.19607614e-08, -6.16946695e-08, -3.61270288e-07,
       -4.96945587e-07,  3.35309691e-06, -3.94195791e-05,  2.57808726e-04,
       -1.05410004e-03, -1.63537008e-03,  4.80269604e-02, -9.98844111e-01,
        3.69435434e-21]))","[1, 0]",0.023632869792531874,"[array([10.13734286,  0.4969229 ])]","('match', 'MATCH_NO_FOIL')",0.0001
MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-9.48957191e-01,  4.80009526e-15, -1.53239166e-14,  5.47125731e-14,
       -1.51269516e-13,  6.67736124e-13, -1.14389892e-11, -5.80295511e-11,
       -5.40183247e-10,  7.51197270e-09,  2.28744673e-07, -1.05605387e-06,
        1.71576713e-06, -5.37952202e-06,  5.29434540e-05, -4.14560115e-04,
       -1.19788833e-03,  2.42426369e-03, -6.72759053e-03,  1.49476768e-02,
       -2.75633485e-02, -1.09389032e-01,  3.21475564e-01, -9.40027438e-01,
       -1.87311329e-16]), array([-9.92702507e-01,  2.65793530e-18, -2.62663994e-17,  3.08114551e-16,
       -1.91045629e-15,  5.15422575e-14,  3.65976503e-13,  8.86576778e-13,
        3.00825733e-12,  2.45775616e-11,  1.04458707e-10, -7.99924416e-09,
        2.11232497e-08, -1.39558247e-07, -1.53508009e-06, -2.13028012e-05,
       -3.59803565e-05,  1.44344519e-04, -7.97435056e-04,  3.14796114e-03,
       -9.11553821e-03, -1.83133202e-02,  1.46083787e-01, -9.89055352e-01,
       -6.47632148e-19]))","[1, 0]",0.011059700706221753,"[array([10.16630986,  0.61334489])]","('match', 'MATCH_WITH_FOIL')",0.0001
MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-7.51223000e-01, -5.91878806e-08,  7.45383154e-08, -1.19549479e-07,
        1.62332097e-07, -3.02490700e-07,  7.59807776e-07, -4.07759940e-06,
        1.39091803e-05, -2.84272643e-05,  8.30151281e-05, -1.26332154e-04,
        1.07698346e-04, -1.97969085e-04,  4.90603473e-04, -9.63372735e-04,
        1.73214168e-02, -1.42862898e-02,  2.24409883e-02, -2.77758943e-02,
        3.06510741e-02, -4.56131033e-01,  5.01942796e-01, -7.32992462e-01,
       -2.23459082e-08]), array([-9.12728409e-01, -8.66055456e-14,  2.03080620e-13, -5.44201356e-13,
        1.18397582e-12, -3.76576621e-12,  2.47321375e-11,  2.62995535e-10,
        2.91401433e-08, -1.67540021e-07,  2.53108097e-06, -7.82710800e-06,
        1.05571504e-05, -2.69843974e-05,  1.42605563e-04, -6.28830238e-04,
       -2.68760828e-03,  4.19914998e-03, -9.51011520e-03,  1.74556267e-02,
       -2.73918494e-02, -1.81674057e-01,  3.91818197e-01, -9.01278154e-01,
       -5.28927203e-15]))","[1, 0]",0.040862289979268884,"[array([9.77885427, 1.88324004])]","('match', 'MATCH_NO_FOIL')",0.0004
MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-7.51223000e-01, -5.91878806e-08,  7.45383154e-08, -1.19549479e-07,
        1.62332097e-07, -3.02490700e-07,  7.59807776e-07, -4.07759940e-06,
        1.39091803e-05, -2.84272643e-05,  8.30151281e-05, -1.26332154e-04,
        1.07698346e-04, -1.97969085e-04,  4.90603473e-04, -9.63372735e-04,
        1.73214168e-02, -1.42862898e-02,  2.24409883e-02, -2.77758943e-02,
        3.06510741e-02, -4.56131033e-01,  5.01942796e-01, -7.32992462e-01,
       -2.23459082e-08]), array([-8.67379946e-01, -1.69270743e-12,  3.11108216e-12, -6.73286921e-12,
        1.21293644e-11, -3.06142738e-11,  1.27056085e-10, -2.61383311e-08,
        2.86653159e-07, -1.03116539e-06,  6.34765630e-06, -1.46734748e-05,
        1.67901825e-05, -3.69813688e-05,  1.37167753e-04, -4.23347803e-04,
       -3.27460519e-03,  4.06911573e-03, -7.89276579e-03,  1.24048713e-02,
       -1.70073501e-02, -2.67278021e-01,  4.46684478e-01, -8.53523596e-01,
       -2.74900714e-13]))","[1, 0]",0.020225430524763777,"[array([9.73063827, 2.00080248])]","('match', 'MATCH_WITH_FOIL')",0.0004
MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-0.43488722, -0.00475012,  0.00330748, -0.00387413,  0.00361285,
       -0.00534646,  0.00905472, -0.02006822,  0.0295069 , -0.03215711,
        0.05186633, -0.0449044 ,  0.01798412, -0.03775034,  0.07384399,
       -0.08993782,  0.29949938, -0.09946413,  0.14139426, -0.12429075,
        0.0921901 , -0.72192658,  0.38013235, -0.41023409, -0.00452378]), array([-6.81575119e-01, -4.40712330e-06,  4.74316928e-06, -6.83321459e-06,
        8.31237814e-06, -1.40303394e-05,  3.02369763e-05, -1.13346675e-04,
        2.88324558e-04, -4.84171141e-04,  1.14198892e-03, -1.47775734e-03,
        1.09002034e-03, -1.92476554e-03,  4.23977880e-03, -7.11881442e-03,
        5.30562090e-02, -3.59040353e-02,  5.27762727e-02, -5.94005428e-02,
        5.97812400e-02, -5.46189041e-01,  5.00131859e-01, -6.61420193e-01,
       -2.18898102e-06]))","[1, 0]",0.09584530517520073,"[array([10.4334781 ,  0.37498091])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-0.43488722, -0.00475012,  0.00330748, -0.00387413,  0.00361285,
       -0.00534646,  0.00905472, -0.02006822,  0.0295069 , -0.03215711,
        0.05186633, -0.0449044 ,  0.01798412, -0.03775034,  0.07384399,
       -0.08993782,  0.29949938, -0.09946413,  0.14139426, -0.12429075,
        0.0921901 , -0.72192658,  0.38013235, -0.41023409, -0.00452378]), array([-6.05117164e-01, -8.69939422e-05,  8.09001026e-05, -1.06898536e-04,
        1.18129191e-04, -1.85669675e-04,  3.57446253e-04, -1.05534636e-03,
        2.14791402e-03, -3.06028889e-03,  6.14131089e-03, -6.88397330e-03,
        4.34029504e-03, -7.63750147e-03,  1.55611130e-02, -2.29960959e-02,
        1.13807472e-01, -6.26830636e-02,  8.83485347e-02, -9.13568180e-02,
        8.41473074e-02, -6.24325469e-01,  4.78526444e-01, -5.83239232e-01,
       -5.46617568e-05]))","[1, 0]",0.04959228494639378,"[array([10.52644354,  0.44641112])]","('match', 'MATCH_WITH_FOIL')",0.0000
MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.0498923 , -0.13130207,  0.02211925, -0.02824109,  0.00342085,
       -0.04444327,  0.10744226, -0.22308953,  0.21658601, -0.14439663,
        0.20968587, -0.08470449, -0.10463509, -0.00569143,  0.14800412,
       -0.14134119,  0.50127277,  0.08633573, -0.01202963,  0.06346262,
       -0.13525552, -0.61027526,  0.02993281, -0.02270878, -0.30226618]), array([-0.3428161 , -0.01797312,  0.01060263, -0.01198343,  0.01022486,
       -0.01548917,  0.02582984, -0.05292675,  0.06872965, -0.06666504,
        0.10040485, -0.07637384,  0.01888477, -0.05579479,  0.11521842,
       -0.13037049,  0.39860955, -0.09006648,  0.14045493, -0.11111322,
        0.0660884 , -0.73342657,  0.30726633, -0.31713853, -0.02091894]))","[1, 0]",0.276420138466267,"[array([8.46721679, 1.33062958])]","('match', 'MATCH_NO_FOIL')",0.0008
