subj_id,Consistently_mapped_color_word_frequency,trial_number,trial_type,color,word,CN_rewarded
1,1,442,4,5,3,0
1,1,443,4,5,3,0
1,1,444,6,2,8,1
1,1,445,6,1,8,1
1,1,446,5,8,2,0
1,1,447,4,5,6,0
1,1,448,4,5,3,0
1,1,449,5,7,2,0
1,1,450,6,2,7,1
1,1,451,6,1,8,1
1,1,452,6,2,7,1
1,1,453,6,2,8,1
1,1,454,5,7,1,0
1,1,455,6,2,8,1
1,1,456,1,6,4,0
1,1,457,6,2,7,1
1,1,458,1,4,5,0
1,1,459,6,1,8,1
1,1,460,4,5,6,0
1,1,461,6,1,8,1
1,1,462,6,1,7,1
1,1,463,6,2,8,1
1,1,464,1,4,5,0
1,1,465,5,8,2,0
1,1,466,6,1,7,1
1,1,467,6,1,7,1
1,1,468,5,8,1,0
1,1,469,1,6,4,0
1,1,470,6,1,7,1
1,1,471,1,4,5,0
1,1,472,6,1,8,1
1,1,473,5,8,2,0
1,1,474,6,1,8,1
1,1,475,6,2,8,1
1,1,476,6,1,7,1
1,1,477,6,1,7,1
1,1,478,1,6,5,0
1,1,479,6,1,7,1
1,1,480,6,2,7,1
1,1,481,6,2,8,1
1,1,482,6,2,7,1
1,1,483,6,1,7,1
1,1,484,6,1,8,1
1,1,485,1,6,5,0
1,1,486,6,2,7,1
1,1,487,5,7,1,0
1,1,488,1,4,5,0
1,1,489,4,5,6,0
1,1,490,6,2,8,1
1,1,491,6,1,8,1
1,1,492,6,1,8,1
1,1,493,5,8,2,0
1,1,494,1,6,4,0
1,1,495,4,5,6,0
1,1,496,5,8,1,0
1,1,497,4,3,6,0
1,1,498,6,1,8,1
1,1,499,1,4,5,0
1,1,500,6,2,8,1
1,1,501,6,2,7,1
1,1,502,6,2,8,1
1,1,503,6,1,8,1
1,1,504,4,5,3,0
1,1,505,6,1,8,1
1,1,506,6,2,8,1
1,1,507,6,2,7,1
1,1,508,1,6,4,0
1,1,509,6,2,8,1
1,1,510,6,1,8,1
1,1,511,5,7,1,0
1,1,512,5,8,2,0
1,1,513,1,6,4,0
1,1,514,1,4,5,0
1,1,515,1,6,5,0
1,1,516,5,8,1,0
1,1,517,4,5,6,0
1,1,518,1,4,5,0
1,1,519,4,5,6,0
1,1,520,4,5,3,0
2,1,1,0,6,2,1
2,1,2,0,5,7,0
2,1,3,0,5,1,0
2,1,4,0,3,2,0
2,1,5,0,3,2,0
2,1,6,0,5,2,0
2,1,7,0,6,8,1
2,1,8,0,5,8,0
2,1,9,0,6,2,1
2,1,10,0,5,2,0
2,1,11,0,4,1,1
2,1,12,0,6,8,1
2,1,13,0,4,2,1
2,1,14,0,4,7,1
2,1,15,0,3,2,0
2,1,16,0,4,1,1
2,1,17,0,6,8,1
2,1,18,0,5,1,0
2,1,19,0,6,1,1
2,1,20,0,5,7,0
2,1,21,0,4,1,1
2,1,22,0,6,2,1
2,1,23,0,5,7,0
2,1,24,0,6,8,1
2,1,25,0,3,1,0
2,1,26,0,3,7,0
2,1,27,0,3,1,0
2,1,28,0,4,2,1
2,1,29,0,5,2,0
2,1,30,0,4,8,1
2,1,31,0,4,1,1
2,1,32,0,3,1,0
2,1,33,0,3,1,0
2,1,34,0,4,7,1
2,1,35,0,4,8,1
2,1,36,0,3,8,0
2,1,37,0,3,2,0
2,1,38,0,3,8,0
2,1,39,0,5,7,0
2,1,40,0,6,7,1
2,1,41,0,3,2,0
2,1,42,0,5,1,0
2,1,43,0,5,2,0
2,1,44,0,3,7,0
2,1,45,0,3,1,0
2,1,46,0,4,7,1
2,1,47,0,3,2,0
2,1,48,0,3,8,0
2,1,49,0,6,2,1
2,1,50,0,5,1,0
2,1,51,0,6,8,1
2,1,52,0,6,2,1
2,1,53,0,6,7,1
2,1,54,0,5,7,0
2,1,55,0,3,8,0
2,1,56,0,5,1,0
2,1,57,0,6,2,1
2,1,58,0,4,8,1
2,1,59,0,4,2,1
2,1,60,0,4,7,1
2,1,61,0,4,7,1
2,1,62,0,5,7,0
2,1,63,0,5,7,0
2,1,64,0,3,1,0
2,1,65,0,6,2,1
2,1,66,0,3,7,0
2,1,67,0,6,8,1
2,1,68,0,6,8,1
2,1,69,0,6,1,1
2,1,70,0,6,2,1
2,1,71,0,6,1,1
2,1,72,0,4,8,1
2,1,73,0,6,1,1
2,1,74,0,3,7,0
2,1,75,0,5,2,0
2,1,76,0,6,1,1
2,1,77,0,6,1,1
2,1,78,0,5,8,0
2,1,79,0,6,8,1
2,1,80,0,4,8,1
2,1,81,0,5,8,0
2,1,82,0,4,2,1
2,1,83,0,3,8,0
2,1,84,0,3,8,0
2,1,85,0,4,1,1
2,1,86,0,3,1,0
2,1,87,0,6,2,1
2,1,88,0,4,2,1
2,1,89,0,5,8,0
2,1,90,0,6,1,1
2,1,91,0,4,7,1
2,1,92,0,6,1,1
2,1,93,0,3,8,0
2,1,94,0,4,1,1
2,1,95,0,3,7,0
2,1,96,0,4,7,1
2,1,97,0,3,1,0
2,1,98,0,4,7,1
2,1,99,0,5,8,0
2,1,100,0,3,2,0
2,1,101,0,6,7,1
2,1,102,0,6,8,1
2,1,103,0,4,2,1
2,1,104,0,4,1,1
2,1,105,0,3,7,0
2,1,106,0,3,7,0
2,1,107,0,4,1,1
2,1,108,0,3,2,0
2,1,109,0,5,8,0
2,1,110,0,4,2,1
2,1,111,0,5,1,0
2,1,112,0,4,2,1
2,1,113,0,6,1,1
2,1,114,0,6,7,1
2,1,115,0,4,8,1
2,1,116,0,5,8,0
2,1,117,0,4,1,1
2,1,118,0,3,7,0
2,1,119,0,3,7,0
2,1,120,0,4,8,1
2,1,121,0,6,7,1
2,1,122,0,5,2,0
2,1,123,0,5,7,0
2,1,124,0,3,1,0
2,1,125,0,3,7,0
2,1,126,0,4,7,1
2,1,127,0,3,1,0
2,1,128,0,3,8,0
2,1,129,0,4,8,1
2,1,130,0,5,1,0
2,1,131,0,4,2,1
2,1,132,0,5,1,0
2,1,133,0,4,8,1
2,1,134,0,6,7,1
2,1,135,0,4,8,1
2,1,136,0,5,8,0
2,1,137,0,4,1,1
2,1,138,0,6,8,1
2,1,139,0,3,8,0
2,1,140,0,5,7,0
2,1,141,0,5,2,0
2,1,142,0,5,2,0
2,1,143,0,5,1,0
2,1,144,0,6,2,1
2,1,145,0,4,2,1
2,1,146,0,5,8,0
2,1,147,0,5,7,0
2,1,148,0,6,7,1
2,1,149,0,5,2,0
2,1,150,0,6,7,1
2,1,151,0,6,1,1
2,1,152,0,5,2,0
2,1,153,0,3,8,0
2,1,154,0,3,2,0
2,1,155,0,3,2,0
2,1,156,0,4,7,1
2,1,157,0,6,7,1
2,1,158,0,6,7,1
2,1,159,0,5,1,0
2,1,160,0,5,8,0
2,1,161,0,8,3,0
2,1,162,0,8,5,1
2,1,163,0,8,4,1
2,1,164,0,8,6,0
2,1,165,0,8,4,1
2,1,166,0,8,6,0
2,1,167,0,8,6,0
2,1,168,0,7,6,0
2,1,169,0,2,3,0
2,1,170,0,2,6,0
2,1,171,0,1,5,1
2,1,172,0,2,5,1
2,1,173,0,1,3,0
2,1,174,0,1,3,0
2,1,175,0,2,3,0
2,1,176,0,1,6,0
2,1,177,0,8,6,0
2,1,178,0,8,6,0
2,1,179,0,8,5,1
2,1,180,0,7,6,0
2,1,181,0,7,5,1
2,1,182,0,2,4,1
2,1,183,0,7,4,1
2,1,184,0,8,5,1
2,1,185,0,7,6,0
2,1,186,0,7,4,1
2,1,187,0,7,3,0
2,1,188,0,2,5,1
2,1,189,0,7,3,0
2,1,190,0,7,3,0
2,1,191,0,1,6,0
2,1,192,0,1,6,0
2,1,193,0,2,3,0
2,1,194,0,2,5,1
2,1,195,0,7,3,0
2,1,196,0,7,4,1
2,1,197,0,7,6,0
2,1,198,0,2,5,1
2,1,199,0,1,6,0
2,1,200,0,8,6,0
2,1,201,0,8,5,1
2,1,202,0,8,6,0
2,1,203,0,2,3,0
2,1,204,0,1,6,0
2,1,205,0,1,6,0
2,1,206,0,7,3,0
2,1,207,0,1,4,1
2,1,208,0,1,4,1
2,1,209,0,7,6,0
2,1,210,0,1,6,0
2,1,211,0,7,6,0
2,1,212,0,1,5,1
2,1,213,0,7,5,1
2,1,214,0,8,3,0
2,1,215,0,7,4,1
2,1,216,0,1,4,1
2,1,217,0,2,6,0
2,1,218,0,1,4,1
2,1,219,0,8,3,0
2,1,220,0,2,6,0
2,1,221,0,1,5,1
2,1,222,0,7,6,0
2,1,223,0,7,4,1
2,1,224,0,8,5,1
2,1,225,0,7,5,1
2,1,226,0,1,3,0
2,1,227,0,1,3,0
2,1,228,0,7,4,1
2,1,229,0,2,4,1
2,1,230,0,1,3,0
2,1,231,0,2,6,0
2,1,232,0,1,6,0
2,1,233,0,1,6,0
2,1,234,0,7,4,1
2,1,235,0,2,6,0
2,1,236,0,2,4,1
2,1,237,0,2,3,0
2,1,238,0,7,3,0
2,1,239,0,8,3,0
2,1,240,0,2,6,0
2,1,241,0,2,4,1
2,1,242,0,7,4,1
2,1,243,0,2,3,0
2,1,244,0,2,4,1
2,1,245,0,2,5,1
2,1,246,0,8,4,1
2,1,247,0,2,6,0
2,1,248,0,7,5,1
2,1,249,0,1,3,0
2,1,250,0,7,5,1
2,1,251,0,2,4,1
2,1,252,0,1,4,1
2,1,253,0,8,4,1
2,1,254,0,7,3,0
2,1,255,0,8,4,1
2,1,256,0,7,3,0
2,1,257,0,7,6,0
2,1,258,0,2,6,0
2,1,259,0,2,5,1
2,1,260,0,7,5,1
2,1,261,0,7,6,0
2,1,262,0,1,5,1
2,1,263,0,8,3,0
2,1,264,0,8,3,0
2,1,265,0,2,4,1
2,1,266,0,2,5,1
2,1,267,0,7,5,1
2,1,268,0,2,3,0
2,1,269,0,1,4,1
2,1,270,0,8,5,1
2,1,271,0,2,5,1
2,1,272,0,8,4,1
2,1,273,0,8,5,1
2,1,274,0,7,5,1
2,1,275,0,8,4,1
2,1,276,0,8,4,1
2,1,277,0,2,4,1
2,1,278,0,2,6,0
2,1,279,0,8,4,1
2,1,280,0,1,3,0
2,1,281,0,2,4,1
2,1,282,0,8,3,0
2,1,283,0,1,5,1
2,1,284,0,7,4,1
2,1,285,0,2,3,0
2,1,286,0,7,3,0
2,1,287,0,1,3,0
2,1,288,0,1,3,0
2,1,289,0,2,4,1
2,1,290,0,1,5,1
2,1,291,0,1,4,1
2,1,292,0,2,5,1
2,1,293,0,8,3,0
2,1,294,0,8,6,0
2,1,295,0,8,6,0
2,1,296,0,7,4,1
2,1,297,0,7,3,0
2,1,298,0,1,4,1
2,1,299,0,1,6,0
2,1,300,0,7,6,0
2,1,301,0,1,4,1
2,1,302,0,7,5,1
2,1,303,0,1,5,1
2,1,304,0,7,5,1
2,1,305,0,8,4,1
2,1,306,0,1,5,1
2,1,307,0,2,3,0
2,1,308,0,1,4,1
2,1,309,0,8,6,0
2,1,310,0,2,3,0
2,1,311,0,2,5,1
2,1,312,0,1,3,0
2,1,313,0,2,6,0
2,1,314,0,8,5,1
2,1,315,0,8,3,0
2,1,316,0,1,5,1
2,1,317,0,8,5,1
2,1,318,0,8,5,1
2,1,319,0,1,5,1
2,1,320,0,8,3,0
2,1,321,6,2,8,1
2,1,322,5,7,1,0
2,1,323,6,1,8,1
2,1,324,1,6,5,0
2,1,325,1,4,5,0
2,1,326,1,6,4,0
2,1,327,6,2,8,1
2,1,328,1,6,4,0
2,1,329,6,1,7,1
2,1,330,5,8,2,0
2,1,331,6,1,8,1
2,1,332,5,7,1,0
2,1,333,6,1,8,1
2,1,334,6,2,8,1
2,1,335,6,1,8,1
2,1,336,6,1,7,1
2,1,337,6,2,8,1
2,1,338,6,2,7,1
2,1,339,1,6,5,0
2,1,340,1,4,5,0
2,1,341,6,2,7,1
2,1,342,6,1,7,1
2,1,343,4,5,3,0
2,1,344,6,1,7,1
2,1,345,5,8,2,0
2,1,346,6,1,8,1
2,1,347,6,1,7,1
2,1,348,5,8,2,0
2,1,349,1,6,4,0
2,1,350,6,1,7,1
2,1,351,6,2,8,1
2,1,352,5,7,2,0
2,1,353,6,2,8,1
2,1,354,1,6,5,0
2,1,355,5,7,2,0
2,1,356,4,3,6,0
2,1,357,6,2,7,1
2,1,358,6,1,7,1
2,1,359,1,4,5,0
2,1,360,6,2,7,1
2,1,361,6,1,8,1
2,1,362,6,2,7,1
2,1,363,4,5,6,0
2,1,364,6,1,7,1
2,1,365,5,7,2,0
2,1,366,4,3,6,0
2,1,367,6,2,7,1
2,1,368,6,2,8,1
2,1,369,6,2,8,1
2,1,370,6,1,8,1
2,1,371,6,2,8,1
2,1,372,5,8,1,0
2,1,373,5,8,1,0
2,1,374,5,8,2,0
2,1,375,4,5,6,0
2,1,376,5,8,1,0
2,1,377,6,2,7,1
2,1,378,6,2,8,1
2,1,379,6,1,8,1
2,1,380,4,3,6,0
2,1,381,1,4,5,0
2,1,382,1,6,4,0
2,1,383,5,8,1,0
2,1,384,6,1,8,1
2,1,385,6,1,7,1
2,1,386,5,7,1,0
2,1,387,1,4,5,0
2,1,388,5,8,2,0
2,1,389,6,2,7,1
2,1,390,4,5,3,0
2,1,391,5,8,2,0
2,1,392,6,2,8,1
2,1,393,5,7,2,0
2,1,394,6,1,7,1
2,1,395,6,2,8,1
2,1,396,6,2,8,1
2,1,397,6,1,8,1
2,1,398,5,7,2,0
2,1,399,1,6,5,0
2,1,400,6,1,8,1
2,1,401,1,6,4,0
2,1,402,6,1,7,1
2,1,403,6,2,7,1
2,1,404,6,1,7,1
2,1,405,6,2,8,1
2,1,406,1,6,5,0
2,1,407,6,2,8,1
2,1,408,6,1,8,1
2,1,409,1,6,4,0
2,1,410,6,1,7,1
2,1,411,4,5,6,0
2,1,412,6,2,8,1
2,1,413,6,2,8,1
2,1,414,6,1,7,1
2,1,415,5,8,1,0
2,1,416,5,8,2,0
2,1,417,1,6,5,0
2,1,418,6,2,7,1
2,1,419,6,1,7,1
2,1,420,4,5,3,0
2,1,421,6,2,8,1
2,1,422,4,5,6,0
2,1,423,4,3,6,0
2,1,424,6,2,7,1
2,1,425,6,1,8,1
2,1,426,6,1,7,1
2,1,427,6,1,7,1
2,1,428,5,7,2,0
2,1,429,6,2,7,1
2,1,430,1,6,5,0
2,1,431,6,2,7,1
2,1,432,5,7,1,0
2,1,433,5,8,2,0
2,1,434,6,2,8,1
2,1,435,5,8,1,0
2,1,436,5,7,2,0
2,1,437,6,2,7,1
2,1,438,6,1,8,1
2,1,439,5,7,1,0
2,1,440,4,5,6,0
2,1,441,6,1,8,1
2,1,442,5,7,1,0
2,1,443,6,1,8,1
2,1,444,6,1,7,1
2,1,445,1,6,5,0
2,1,446,6,2,7,1
2,1,447,4,3,6,0
2,1,448,6,2,8,1
2,1,449,6,2,7,1
2,1,450,6,1,7,1
2,1,451,4,5,6,0
2,1,452,1,6,5,0
2,1,453,1,4,5,0
2,1,454,1,6,4,0
2,1,455,4,5,3,0
2,1,456,6,2,7,1
2,1,457,6,2,7,1
2,1,458,1,6,5,0
2,1,459,5,8,2,0
2,1,460,1,6,4,0
2,1,461,4,5,3,0
2,1,462,6,1,8,1
2,1,463,1,4,5,0
2,1,464,6,2,8,1
2,1,465,6,1,8,1
2,1,466,4,5,3,0
2,1,467,5,8,2,0
2,1,468,4,5,6,0
2,1,469,5,7,1,0
2,1,470,1,6,5,0
2,1,471,1,4,5,0
2,1,472,6,1,7,1
2,1,473,6,1,7,1
